episode,total_reward,actor_loss,critic_loss,consensus_rate,byzantine_detection_rate,false_positive_rate,avg_trust_score
915,420.0,123.59457091184335,471.4817199707031,0.785,0.29,0.202,0.61
916,-2711.0,110.99033755570314,421.8288879394531,0.68,0.2425,0.394,0.2871428571428572
917,-231.0,24.80605303750911,502.8302001953125,0.825,0.085,0.319,0.6100000000000001
918,487.0,228.23957871679133,479.71319580078125,0.845,0.395,0.209,0.6085714285714285
919,193.0,168.23460785871157,410.9523010253906,0.825,0.3025,0.322,0.4771428571428572
920,-16.0,52.17696123513205,406.62115478515625,0.82,0.27,0.311,0.48857142857142855
921,-1927.0,153.2430574544851,447.9277648925781,0.625,0.11,0.385,0.25142857142857145
922,838.0,3.0181500584959786,507.9226989746094,0.915,0.5175,0.22,0.6100000000000001
923,650.0,353.7945762306567,595.3278198242188,0.735,0.11,0.274,0.47428571428571437
924,983.0,104.27196746221307,420.59600830078125,0.785,0.2175,0.272,0.12142857142857143
925,459.0,215.46573457679864,486.0968017578125,0.585,0.015,0.31,0.7385714285714285
926,741.0,270.46423259107803,420.4881591796875,0.76,0.155,0.281,0.4957142857142857
927,203.0,213.76191816055248,349.15362548828125,0.745,0.0575,0.302,0.6100000000000001
928,-769.0,263.2965890312589,478.6396179199219,0.765,0.175,0.29,0.6142857142857142
929,217.0,282.94752571803264,411.6227111816406,0.74,0.18,0.308,0.4528571428571429
930,-1603.0,1.3600855023209337,464.50067138671875,0.875,0.45,0.22,0.6257142857142857
931,612.0,150.09180544552615,545.2173461914062,0.78,0.3775,0.199,0.6057142857142858
932,-763.0,243.85507750404057,399.6310119628906,0.545,0.0275,0.321,0.7257142857142858
933,-95.0,281.1311671363801,573.9981689453125,0.71,0.0425,0.336,0.6142857142857142
934,1166.0,198.96693265964444,493.38250732421875,0.77,0.38,0.198,0.61
935,-481.0,357.9536061184273,401.0672912597656,0.785,0.2025,0.288,0.602857142857143
936,-206.0,192.89690678160787,537.2464599609375,0.865,0.38,0.188,0.6171428571428572
937,946.0,214.5746886981308,438.8760681152344,0.835,0.165,0.318,0.48285714285714293
938,262.0,236.57182543103642,498.7226867675781,0.66,0.13,0.337,0.5885714285714286
939,3.0,281.17376618997304,359.03857421875,0.84,0.2125,0.301,0.4842857142857143
940,-171.0,412.8174440444797,353.42755126953125,0.785,0.2125,0.291,0.5457142857142859
941,25.0,446.2414532982979,432.0498046875,0.815,0.165,0.285,0.4842857142857144
942,520.0,595.1793278407926,527.8506469726562,0.895,0.355,0.203,0.6171428571428572
943,1133.0,548.7231396476174,497.4587097167969,0.825,0.4125,0.192,0.6142857142857142
944,-956.0,481.49108444832666,517.227294921875,0.87,0.34,0.329,0.4928571428571429
945,1193.0,89.39626431898925,546.2859497070312,0.87,0.49,0.185,0.6142857142857142
946,930.0,417.6375408702193,437.8609619140625,0.825,0.4175,0.171,0.6142857142857142
947,-1628.0,119.10261401892421,448.0686950683594,0.89,0.54,0.212,0.6285714285714287
948,-391.0,461.07965704255446,512.3084716796875,0.825,0.4825,0.187,0.6128571428571429
949,-2562.0,409.1275141371786,419.2114562988281,0.755,0.0625,0.424,0.2571428571428572
950,66.0,318.256692797985,276.3599548339844,0.625,0.01,0.479,0.4685714285714285
951,110.0,370.10044907963623,463.0514221191406,0.73,0.2225,0.303,0.6042857142857142
952,-2231.0,267.65092832965144,447.61181640625,0.53,0.0275,0.498,0.37857142857142856
953,-419.0,358.5723499245193,406.9244384765625,0.87,0.5,0.19,0.6257142857142857
954,599.0,211.52350827652637,441.80072021484375,0.805,0.05,0.303,0.61
955,-34.0,335.1491772762368,383.9667053222656,0.72,0.1375,0.275,0.6071428571428571
956,-1561.0,436.61867473047977,479.8726806640625,0.825,0.37,0.181,0.6385714285714286
957,-1512.0,348.05377121224177,561.1351318359375,0.665,0.055,0.352,0.665714285714286
958,-201.0,293.81555909290444,628.8450927734375,0.81,0.355,0.178,0.6200000000000001
959,-307.0,418.68243435323217,514.5824584960938,0.835,0.385,0.189,0.6185714285714285
960,656.0,307.92911259239503,571.3816528320312,0.545,0.03,0.265,0.7300000000000002
961,1163.0,394.7424032272351,532.4521484375,0.88,0.3975,0.168,0.6214285714285713
962,1100.0,231.29599462821872,573.7178344726562,0.81,0.42,0.185,0.6128571428571429
963,-1415.0,268.0245650077569,423.9813537597656,0.8,0.3525,0.171,0.6128571428571429
964,1576.0,98.07731824258683,549.9579467773438,0.86,0.4175,0.173,0.6128571428571429
965,846.0,365.769681277899,481.41552734375,0.855,0.39,0.173,0.6071428571428571
966,900.0,422.6760353345318,465.03118896484375,0.84,0.1075,0.287,0.4885714285714286
967,-815.0,463.55490433536136,449.0897216796875,0.715,0.36,0.203,0.63
968,-1435.0,327.9727981526443,593.4186401367188,0.765,0.36,0.193,0.5528571428571428
969,-1393.0,137.59339972963895,488.7177429199219,0.8,0.375,0.194,0.63
970,-248.0,280.3608904924809,465.4559326171875,0.78,0.42,0.178,0.6085714285714285
971,-700.0,386.0895262562507,477.744384765625,0.775,0.3675,0.197,0.6157142857142858
972,190.0,339.97086820031524,380.65618896484375,0.725,0.12,0.29,0.5014285714285714
973,-538.0,356.61804710973854,489.2784423828125,0.78,0.16,0.321,0.6114285714285714
974,373.0,378.1530691126536,367.56292724609375,0.855,0.4875,0.206,0.6100000000000001
975,-704.0,292.2077919935178,471.87933349609375,0.83,0.48,0.187,0.6171428571428572
976,579.0,295.1414552576976,491.5213623046875,0.655,0.09,0.318,0.4842857142857144
977,-60.0,309.126384310692,563.6260375976562,0.785,0.3975,0.17,0.6128571428571429
978,455.0,363.72424444503383,466.02703857421875,0.83,0.45,0.193,0.6128571428571429
979,-1328.0,219.714471957875,340.439453125,0.895,0.45,0.288,0.4885714285714286
980,-223.0,203.68637312243405,423.4713439941406,0.87,0.5425,0.193,0.6114285714285713
981,-1305.0,266.9114544853801,568.1276245117188,0.775,0.2,0.308,0.6100000000000001
982,-921.0,412.03493277767694,393.18914794921875,0.82,0.155,0.335,0.4885714285714286
983,255.0,400.7001344131209,377.3246154785156,0.775,0.0725,0.326,0.4814285714285715
984,-1009.0,154.67170655131798,471.5237121582031,0.8,0.3975,0.212,0.6171428571428572
985,-1597.0,377.3495184206716,525.56591796875,0.585,0.155,0.334,0.5457142857142857
986,49.0,418.9256774622471,525.3758544921875,0.72,0.1025,0.295,0.6071428571428571
987,618.0,469.77495293451983,421.7588806152344,0.865,0.3825,0.289,0.4842857142857143
988,105.0,94.26956733357345,461.8125,0.85,0.1925,0.299,0.48571428571428577
989,500.0,528.7348787531531,431.153076171875,0.715,0.1075,0.317,0.6214285714285713
990,693.0,459.46875321678715,412.64178466796875,0.865,0.2625,0.232,0.4985714285714286
991,-752.0,516.6632834235331,396.4473571777344,0.795,0.1275,0.327,0.5928571428571429
992,-54.0,603.3042389496607,496.6783752441406,0.835,0.1825,0.305,0.49428571428571433
993,749.0,289.454157380752,471.65533447265625,0.86,0.4575,0.192,0.61
994,113.0,418.31421037023495,495.7265930175781,0.885,0.1825,0.314,0.49000000000000005
995,683.0,538.8572415304714,404.43603515625,0.9,0.4825,0.205,0.6128571428571429
996,-1449.0,575.6707082320036,443.5964660644531,0.82,0.2075,0.308,0.6028571428571429
997,-144.0,357.3486138449568,476.1007080078125,0.815,0.2525,0.212,0.6128571428571429
998,-2354.0,438.3043906517622,553.08203125,0.615,0.045,0.317,0.5214285714285717
999,-704.0,492.83752332676914,473.1062927246094,0.865,0.415,0.185,0.6185714285714285
1000,149.0,591.4995784740867,472.3699035644531,0.85,0.1,0.317,0.6142857142857144
